day,susceptible,exposed,infected,latent,treated,recovered,diseased,inc,hh_inc,
0,341300,0,1500,0,0,0,0,0,0,
1,341090,210,1482,0,14,0,4,0,0,
2,340878,422,1472,0,23,0,5,0,0,
3,340629,671,1458,0,37,0,5,0,0,
4,340385,910,1441,4,55,0,5,1,0,
5,340151,1143,1422,5,70,0,9,0,0,
6,339916,1376,1411,7,78,0,12,0,0,
7,339717,1573,1403,9,85,0,13,0,0,
8,339521,1768,1387,10,98,0,16,0,0,
9,339294,1986,1371,18,113,0,18,1,0,
10,339102,2174,1358,22,126,0,18,0,0,
11,338881,2390,1347,26,136,0,20,1,0,
12,338665,2601,1324,32,154,0,24,0,0,
13,338477,2780,1313,41,163,0,26,0,0,
14,338261,2988,1299,49,175,0,28,0,0,
15,338075,3170,1287,51,188,0,29,2,0,
16,337874,3362,1270,60,204,0,30,0,0,
17,337667,3561,1253,68,219,0,32,0,0,
18,337472,3751,1242,73,228,0,34,0,0,
19,337259,3949,1230,88,240,0,34,0,0,
20,337090,4109,1225,95,247,0,34,2,0,
21,336913,4277,1208,104,262,0,36,0,0,
22,336726,4450,1195,118,274,0,37,0,0,
23,336535,4615,1187,140,282,0,41,4,0,
24,336373,4765,1173,152,294,0,43,0,0,
25,336185,4945,1157,161,309,0,43,0,0,
26,336017,5103,1144,171,319,0,46,0,0,
27,335860,5242,1130,186,335,0,47,3,0,
28,335703,5385,1119,198,348,0,47,3,0,
29,335554,5516,1103,216,362,0,49,0,0,
30,335369,5682,1094,235,370,0,50,0,0,
31,335193,5837,1080,253,385,0,52,3,0,
32,335020,5996,1065,262,404,0,53,5,0,
33,334879,6125,1058,273,412,0,53,1,1,
34,334713,6275,1048,289,421,0,54,0,0,
35,334575,6392,1038,309,431,0,55,1,0,
36,334428,6521,1028,325,441,0,57,2,0,
37,334282,6643,1021,348,448,0,58,1,0,
38,334126,6781,1013,364,458,0,58,2,0,
39,333974,6913,1002,380,470,0,61,4,0,
40,333832,7042,987,393,485,0,61,0,0,
41,333684,7176,977,407,495,0,61,0,0,
42,333539,7303,965,425,507,0,61,0,0,
43,333404,7415,958,446,515,0,62,2,0,
44,333259,7544,944,460,530,0,63,2,0,
45,333139,7648,934,476,539,0,64,0,0,
46,332992,7763,926,503,552,0,64,4,0,
47,332868,7872,921,516,559,0,64,2,0,
48,332733,7981,915,540,567,0,64,2,0,
49,332616,8068,905,570,576,0,65,0,0,
50,332487,8174,902,592,580,0,65,1,0,
51,332369,8275,898,606,586,0,66,2,0,
52,332231,8386,894,633,590,0,66,0,0,
53,332099,8498,890,651,595,0,67,2,1,
54,331969,8613,882,665,604,0,67,1,0,
55,331839,8724,878,683,608,0,68,1,0,
56,331734,8806,873,704,615,0,68,2,0,
57,331622,8888,864,732,625,0,69,2,0,
58,331485,8999,858,757,632,0,69,1,0,
59,331348,9111,850,781,639,0,71,0,0,
60,331227,9201,841,812,646,0,73,0,0,
61,331100,9299,839,838,651,0,73,3,0,
62,330989,9389,830,856,662,0,74,3,0,
63,330863,9492,825,877,668,0,75,2,0,
64,330742,9584,814,906,678,0,76,0,0,
65,330630,9679,809,924,681,0,77,0,0,
66,330486,9792,806,954,684,0,78,1,0,
67,330347,9902,803,981,688,0,79,1,0,
68,330232,9991,798,1004,696,0,79,4,0,
69,330106,10094,790,1026,703,0,81,1,0,
70,329995,10176,781,1055,712,0,81,0,0,
71,329886,10263,772,1077,718,0,84,0,0,
72,329785,10334,763,1105,727,0,86,2,0,
73,329682,10409,755,1130,736,0,88,3,0,
74,329579,10482,749,1159,742,0,89,1,0,
75,329485,10555,745,1179,746,0,90,1,0,
76,329361,10650,743,1207,747,0,92,1,0,
77,329243,10737,739,1236,752,0,93,2,0,
78,329150,10798,735,1265,759,0,93,2,0,
79,329048,10867,726,1298,768,0,93,0,0,
80,328920,10975,716,1317,778,0,94,1,0,
81,328800,11071,710,1340,785,0,94,1,0,
82,328702,11136,709,1369,788,0,96,3,0,
83,328606,11206,701,1394,797,0,96,1,0,
84,328517,11264,694,1422,806,0,97,3,0,
85,328416,11331,686,1452,817,0,98,3,0,
86,328311,11406,683,1480,821,0,99,1,0,
87,328211,11474,678,1511,825,0,101,2,0,
88,328108,11532,674,1556,828,0,102,0,0,
89,328000,11600,670,1590,837,0,103,5,0,
90,327900,11661,665,1625,845,0,104,4,1,
91,327802,11717,655,1664,854,0,108,2,0,
92,327706,11775,652,1699,859,0,109,2,0,
93,327615,11831,643,1731,869,0,111,2,0,
94,327520,11897,639,1758,875,0,111,2,0,
95,327426,11968,637,1775,883,0,111,3,0,
96,327321,12041,633,1805,889,0,111,1,0,
97,327231,12094,628,1841,893,0,113,1,0,
98,327145,12143,625,1876,897,0,114,2,0,
99,327068,12180,620,1913,905,0,114,2,0,
